OBJECTID,LST_2015,LST_2020,NDVI_2015
369,29.99636567050,33.68640000000,0.32804600000
370,30.65996546910,33.81340000000,0.29599800000
371,28.72684108420,31.21170000000,0.37273000000
372,27.69551009540,29.69760000000,0.37470200000
373,29.67601124630,32.70410000000,0.29484700000
374,30.29922707020,33.55260000000,0.24235900000
375,29.86683333800,32.90080000000,0.26358200000
376,28.47065948580,31.63610000000,0.28530600000
377,29.62208985050,32.37070000000,0.30998700000
378,30.78055140530,34.27330000000,0.28232100000
379,29.31134354470,32.37890000000,0.34139400000
380,27.40514671890,29.14560000000,0.47173600000
381,26.83245531130,28.11920000000,0.55073600000
382,28.12881750890,29.42510000000,0.47068000000
383,28.86686838990,30.79100000000,0.59181900000
384,27.79213307070,29.66830000000,0.48227600000
385,27.15265298420,29.21060000000,0.47782400000
386,27.12296807490,28.82580000000,0.47675600000
387,27.42709400530,29.34120000000,0.45426100000
388,28.43758969520,30.76850000000,0.45013100000
389,27.56212578370,29.58740000000,0.28955000000
390,25.40361880110,27.99500000000,0.48487300000
391,26.78673495420,28.40400000000,0.43803900000
392,26.40388673160,27.43910000000,0.17321900000
393,26.55141074710,27.64810000000,0.18793900000
394,27.51096500000,29.03710000000,0.49623100000
395,24.92352400000,27.78610000000,0.54275300000
396,23.16324400000,26.13350000000,0.86557600000
397,28.31761800000,28.41500000000,0.38793100000
398,24.63000431110,23.85590000000,0.59531400000
399,25.21573185130,26.23190000000,0.33549400000
400,22.99713020680,25.16960000000,0.60571300000
401,24.28029268240,31.11130000000,0.63943400000
402,25.61607572850,29.35770000000,0.53347800000
403,27.52650641740,30.25960000000,0.51538600000
404,26.59806924500,28.18580000000,0.54227200000
405,25.33992306740,25.71720000000,0.51977300000
406,23.84487523390,24.51780000000,0.33911000000
407,24.20864839530,26.10300000000,0.18191500000
408,27.43408106890,29.24300000000,0.44228100000
409,29.20810229790,31.62220000000,0.36015100000
410,28.29449153680,30.55360000000,0.43886100000
411,28.46153366110,30.41730000000,0.39262300000
412,30.29752121630,33.18970000000,0.03098000000
413,31.39021768060,34.15640000000,0.22364200000
414,30.85666731260,33.99060000000,0.24393000000
415,29.72943974060,32.77940000000,0.27815300000
416,29.16849524160,32.28250000000,0.26635900000
417,29.50378712390,33.14440000000,0.19268200000
418,30.10792104840,33.87720000000,0.11440000000
419,30.49960415320,33.95600000000,0.06823600000
420,30.84853535670,34.23080000000,0.12585700000
421,29.94662448470,33.22260000000,0.09940300000
422,29.35286677170,32.79120000000,0.28673300000
423,29.35518709420,32.45070000000,0.30695300000
424,28.46602772440,30.47110000000,0.39824500000
425,28.54388706630,30.43720000000,0.36813600000
426,29.43860210670,31.77100000000,0.40181700000
427,29.51086691160,32.13180000000,0.36204300000
428,28.65093505530,30.48900000000,0.39470700000
429,27.30105257440,29.12840000000,0.49656500000
430,27.03739974840,28.69390000000,0.52639200000
431,26.14255478330,28.97670000000,0.57777600000
432,27.16501582260,30.16520000000,0.52324500000
433,25.79660685170,26.07690000000,0.55329700000
434,24.18398268370,23.13370000000,0.62248400000
435,24.06024214220,23.41980000000,0.62793500000
436,23.92154470950,23.47360000000,0.61270800000
437,27.17177190890,28.22200000000,0.53367300000
438,27.43767842940,29.57010000000,0.50961600000
439,26.66979269680,30.92820000000,0.54221500000
440,24.18637130000,28.74250000000,0.59483800000
441,24.25019432840,25.33610000000,0.44934500000
442,22.22733946670,24.51550000000,0.74271100000
443,22.40632245160,25.82810000000,0.56811900000
444,20.58557162560,24.31550000000,0.86079000000
445,21.39290950420,25.38690000000,0.77030600000
446,24.43803551530,30.19360000000,0.61710800000
447,27.44778479720,32.98380000000,0.46231700000
448,27.49236619420,33.12730000000,0.41025100000
449,28.47694639940,32.55330000000,0.35419100000
450,26.31946826530,29.38540000000,0.50935600000
451,25.68385383420,27.36440000000,0.51083600000
452,25.07567824510,26.94550000000,0.58260000000
453,22.06718890580,23.45860000000,0.32323400000
454,22.26930392930,24.16370000000,0.32007700000
455,26.07411776110,26.63090000000,0.47401700000
456,30.27119173170,32.63920000000,0.32949600000
457,31.15434750320,34.26580000000,0.34881800000
458,30.82407619210,33.67950000000,0.32243500000
459,30.11350833810,32.63540000000,0.39668400000
460,31.60043646000,33.33300000000,0.31266200000
461,32.06904184710,35.26870000000,0.03475000000
462,30.70781354110,33.95860000000,0.29415800000
